Unnamed: 0,date,date_of_week,transaction_type,category,sub_category,amount,currency,note,Date
0.0,2021-01-01,Friday,Assets,Wallet,Cash,588200,VND, Lots of money track loss,2021-01-01
1.0,2021-01-01,Friday,Assets,Card,VISA,621577,VND, Lots of money track loss,2021-01-01
2.0,2021-01-01,Friday,Assets,Card,ACB,7290227,VND, Lots of money track loss,2021-01-01
3.0,2021-01-01,Friday,Assets,eWallet,MOCA,2500,VND, Lots of money track loss,2021-01-01
4.0,2021-01-01,Friday,Equity,Balance,Opening Balances,-8502504,VND, Lots of money track loss,2021-01-01
5.0,2021-01-03,Sunday,Expenses,Food,Breakfast,20000,VND,,2021-01-03
6.0,2021-01-03,Sunday,Assets,Wallet,Cash,-20000,VND,,2021-01-03
7.0,2021-01-07,Thursday,Expenses,Travel,Dalat 01/2021,1514000,VND,,2021-01-07
8.0,2021-01-07,Thursday,Assets,Card,ACB,-1514000,VND,,2021-01-07
16.0,2021-01-08,Friday,Assets,Card,ACB,-2141600,VND,,2021-01-08
15.0,2021-01-08,Friday,Expenses,Drink,Soda,10600,VND,,2021-01-08
14.0,2021-01-08,Friday,Expenses,Food,Eating Out,31000,VND,,2021-01-08
13.0,2021-01-08,Friday,Assets,Wallet,Cash,-60000,VND,,2021-01-08
9.0,2021-01-08,Friday,Income,Fulbright,Allowance,2100000,VND,,2021-01-08
11.0,2021-01-08,Friday,Expenses,Drink,Drink,10000,VND, sữa đậu nành,2021-01-08
10.0,2021-01-08,Friday,Expenses,Food,Breakfast,40000,VND, bún mắm,2021-01-08
12.0,2021-01-08,Friday,Expenses,Transportation,Repairs,10000,VND,,2021-01-08
21.0,2021-01-09,Saturday,Assets,Card,ACB,-450000,VND,,2021-01-09
20.0,2021-01-09,Saturday,Expenses,Education,Books,450000,VND,,2021-01-09
19.0,2021-01-09,Saturday,Assets,Wallet,Cash,-37000,VND,,2021-01-09
18.0,2021-01-09,Saturday,Expenses,Personal,Stuffs,31000,VND,,2021-01-09
17.0,2021-01-09,Saturday,Expenses,Transportation,Bus,6000,VND,,2021-01-09
22.0,2021-01-10,Sunday,Expenses,Transportation,Bus,6000,VND,,2021-01-10
23.0,2021-01-10,Sunday,Assets,Wallet,Cash,-6000,VND,,2021-01-10
28.0,2021-01-11,Monday,Expenses,Household Items,Miscellaneous,16000,VND,,2021-01-11
27.0,2021-01-11,Monday,Expenses,Drink,Juice,19300,VND,,2021-01-11
29.0,2021-01-11,Monday,Expenses,Food,Instant Noodles,21900,VND,,2021-01-11
25.0,2021-01-11,Monday,Expenses,Transportation,Parking Fees,5000,VND,,2021-01-11
24.0,2021-01-11,Monday,Expenses,Food,Delivery,62000,VND,,2021-01-11
26.0,2021-01-11,Monday,Assets,Wallet,Cash,-124200,VND,,2021-01-11
30.0,2021-01-12,Tuesday,Expenses,Food,Afternoon Snack,13000,VND,,2021-01-12
31.0,2021-01-12,Tuesday,Expenses,Transportation,Parking Fees,5000,VND,,2021-01-12
32.0,2021-01-12,Tuesday,Assets,Wallet,Cash,-18000,VND,,2021-01-12
33.0,2021-01-12,Tuesday,Income,Part-time Jobs,Lasluz,-390000,VND,,2021-01-12
34.0,2021-01-12,Tuesday,Assets,Card,ACB,390000,VND,,2021-01-12
35.0,2021-01-13,Wednesday,Expenses,Transportation,Parking Fees,10000,VND,,2021-01-13
36.0,2021-01-13,Wednesday,Assets,Wallet,Cash,-10000,VND,,2021-01-13
42.0,2021-01-14,Thursday,Expenses,Food,Ready Lunch,35000,VND,,2021-01-14
43.0,2021-01-14,Thursday,Expenses,Transportation,Parking Fees,15000,VND,,2021-01-14
41.0,2021-01-14,Thursday,Expenses,Transportation,Gas,50000,VND,,2021-01-14
44.0,2021-01-14,Thursday,Assets,Wallet,Cash,160000,VND,,2021-01-14
39.0,2021-01-14,Thursday,Expenses,Drink,Water,24000,VND,,2021-01-14
38.0,2021-01-14,Thursday,Expenses,Fees,Withdrawal Fees,1100,VND,,2021-01-14
37.0,2021-01-14,Thursday,Assets,Card,ACB,-301100,VND,,2021-01-14
40.0,2021-01-14,Thursday,Expenses,Food,Afternoon Snack,16000,VND,,2021-01-14
45.0,2021-01-15,Friday,Expenses,Transportation,Parking Fees,5000,VND,,2021-01-15
46.0,2021-01-15,Friday,Assets,Wallet,Cash,-5000,VND,,2021-01-15
47.0,2021-01-16,Saturday,Expenses,Transportation,Repairs,300000,VND,,2021-01-16
48.0,2021-01-16,Saturday,Expenses,Food,Breakfast,10000,VND,,2021-01-16
49.0,2021-01-16,Saturday,Expenses,Food,Eating Out,170000,VND,,2021-01-16
50.0,2021-01-16,Saturday,Assets,Card,ACB,-170000,VND,,2021-01-16
51.0,2021-01-16,Saturday,Assets,Wallet,Cash,-310000,VND,,2021-01-16
57.0,2021-01-17,Sunday,Assets,Wallet,Cash,-220000,VND,,2021-01-17
56.0,2021-01-17,Sunday,Expenses,Transportation,Parking Fees,10000,VND,,2021-01-17
55.0,2021-01-17,Sunday,Expenses,Education,Printing,133000,VND,,2021-01-17
53.0,2021-01-17,Sunday,Expenses,Food,Sandwich,12000,VND,,2021-01-17
52.0,2021-01-17,Sunday,Expenses,Food,Breakfast,25000,VND,,2021-01-17
54.0,2021-01-17,Sunday,Expenses,Food,Lunch,40000,VND,,2021-01-17
58.0,2021-01-18,Monday,Expenses,Food,Dinner,30000,VND,,2021-01-18
59.0,2021-01-18,Monday,Assets,Wallet,Cash,-30000,VND,,2021-01-18
60.0,2021-01-18,Monday,Income,Fulbright,TA,-427500,VND,,2021-01-18
61.0,2021-01-18,Monday,Assets,Card,ACB,427500,VND,,2021-01-18
71.0,2021-01-19,Tuesday,Expenses,Drink,Soda,12000,VND,,2021-01-19
76.0,2021-01-19,Tuesday,Expenses,Education,Books,219680,VND,,2021-01-19
75.0,2021-01-19,Tuesday,Assets,Card,ACB,-822262,VND, RIVER CITY a nurse's year in Vietnam\n When Heaven and Earth Changed Places,2021-01-19
77.0,2021-01-19,Tuesday,Assets,Card,VISA,-219680,VND,,2021-01-19
74.0,2021-01-19,Tuesday,Expenses,Food,Condiment,34500,VND,,2021-01-19
73.0,2021-01-19,Tuesday,Expenses,Food,Condensed Milk,47000,VND,,2021-01-19
72.0,2021-01-19,Tuesday,Expenses,Drink,Juice,14500,VND,,2021-01-19
70.0,2021-01-19,Tuesday,Expenses,Food,Meat,107404,VND," ức gà, thịt xay",2021-01-19
64.0,2021-01-19,Tuesday,Assets,Wallet,Cash,400000,VND,,2021-01-19
68.0,2021-01-19,Tuesday,Expenses,Food,Vegetable,63163,VND,,2021-01-19
67.0,2021-01-19,Tuesday,Expenses,Food,Snack,37000,VND, xúc xích,2021-01-19
66.0,2021-01-19,Tuesday,Expenses,Food,Fruit,27876,VND,,2021-01-19
65.0,2021-01-19,Tuesday,Expenses,Fees,Withdrawal Fees,1100,VND, đi chợ,2021-01-19
63.0,2021-01-19,Tuesday,Assets,Wallet,Cash,-22000,VND,,2021-01-19
62.0,2021-01-19,Tuesday,Expenses,Food,Bread,22000,VND,,2021-01-19
69.0,2021-01-19,Tuesday,Expenses,Food,Seafood,77719,VND," cá ba sa, tôm, phi lê ba sa",2021-01-19
80.0,2021-01-20,Wednesday,Assets,Wallet,Cash,-47000,VND,,2021-01-20
79.0,2021-01-20,Wednesday,Expenses,Transportation,Parking Fees,5000,VND,,2021-01-20
78.0,2021-01-20,Wednesday,Expenses,Food,Lunch,42000,VND,,2021-01-20
81.0,2021-01-21,Thursday,Expenses,Drink,Revive,39000,VND,,2021-01-21
82.0,2021-01-21,Thursday,Expenses,Personal,Miscellaneous,50000,VND,,2021-01-21
83.0,2021-01-21,Thursday,Expenses,Food,Dimsum,54000,VND,,2021-01-21
84.0,2021-01-21,Thursday,Expenses,Transportation,Parking Fees,10000,VND,,2021-01-21
85.0,2021-01-21,Thursday,Assets,Wallet,Cash,-153000,VND,,2021-01-21
92.0,2021-01-23,Saturday,Expenses,Food,Breakfast,25000,VND,,2021-01-23
93.0,2021-01-23,Saturday,Assets,Wallet,Cash,-25000,VND,,2021-01-23
91.0,2021-01-23,Saturday,Assets,Card,ACB,-42000,VND,,2021-01-23
90.0,2021-01-23,Saturday,Expenses,Personal,Stuffs,23500,VND,,2021-01-23
89.0,2021-01-23,Saturday,Expenses,Drink,Strongbow,18500,VND,,2021-01-23
88.0,2021-01-23,Saturday,Expenses,Transportation,Grab,61000,VND,,2021-01-23
87.0,2021-01-23,Saturday,Assets,eWallet,MOCA,239000,VND,,2021-01-23
86.0,2021-01-23,Saturday,Assets,Card,ACB,-300000,VND,,2021-01-23
94.0,2021-01-25,Monday,Expenses,Transportation,Grab,164000,VND, trả tiền grab car cho KMinh và LeKhoa,2021-01-25
95.0,2021-01-25,Monday,Assets,Card,ACB,-164000,VND,,2021-01-25
96.0,2021-01-27,Wednesday,Assets,Wallet,Cash,-50000,VND,,2021-01-27
97.0,2021-01-28,Thursday,Expenses,Personal,Beauty,300000,VND, nặn mụn,2021-01-28
98.0,2021-01-28,Thursday,Assets,Card,ACB,-300000,VND,,2021-01-28
99.0,2021-01-28,Thursday,Expenses,Transportation,Grab,41000,VND,,2021-01-28
100.0,2021-01-28,Thursday,Assets,eWallet,MOCA,-41000,VND,,2021-01-28
111.0,2021-01-29,Friday,Assets,eWallet,MOCA,-52000,VND,,2021-01-29
110.0,2021-01-29,Friday,Expenses,Transportation,Grab Express,52000,VND,,2021-01-29
109.0,2021-01-29,Friday,Assets,Wallet,Cash,500000,VND,,2021-01-29
108.0,2021-01-29,Friday,Income,Fulbright,ICPC Awards,-670000,VND,,2021-01-29
107.0,2021-01-29,Friday,Expenses,Personal,Stuffs,30000,VND, xơ mướp,2021-01-29
101.0,2021-01-29,Friday,Assets,Card,ACB,-301100,VND,,2021-01-29
105.0,2021-01-29,Friday,Expenses,Food,Breakfast,10000,VND,,2021-01-29
104.0,2021-01-29,Friday,Expenses,Food,Lunch,25000,VND,,2021-01-29
103.0,2021-01-29,Friday,Assets,Wallet,Cash,393000,VND,,2021-01-29
102.0,2021-01-29,Friday,Expenses,Fees,Withdrawal Fees,1100,VND,,2021-01-29
106.0,2021-01-29,Friday,Expenses,Food,Sandwich,12000,VND,,2021-01-29
115.0,2021-01-30,Saturday,Assets,Wallet,Cash,-42000,VND,,2021-01-30
114.0,2021-01-30,Saturday,Expenses,Food,Lunch,42000,VND,,2021-01-30
112.0,2021-01-30,Saturday,Expenses,Transportation,Grab,69000,VND,,2021-01-30
113.0,2021-01-30,Saturday,Assets,eWallet,MOCA,-69000,VND,,2021-01-30
123.0,2021-01-31,Sunday,Assets,Card,ACB,-25000,VND,,2021-01-31
116.0,2021-01-31,Sunday,Expenses,Drink,Revive,39000,VND,,2021-01-31
117.0,2021-01-31,Sunday,Assets,Wallet,Cash,-69000,VND,,2021-01-31
118.0,2021-01-31,Sunday,Expenses,Transportation,Gas,20000,VND,,2021-01-31
119.0,2021-01-31,Sunday,Expenses,Transportation,Parking Fees,10000,VND,,2021-01-31
120.0,2021-01-31,Sunday,Expenses,Transportation,Grab,68000,VND,,2021-01-31
121.0,2021-01-31,Sunday,Assets,eWallet,MOCA,-68000,VND,,2021-01-31
122.0,2021-01-31,Sunday,Expenses,Food,Bonding,25000,VND,,2021-01-31
130.0,2021-02-01,Monday,Expenses,Transportation,Grab Express,22000,VND,,2021-02-01
129.0,2021-02-01,Monday,Assets,eWallet,MOCA,200000,VND,,2021-02-01
128.0,2021-02-01,Monday,Assets,Card,ACB,-200000,VND,,2021-02-01
125.0,2021-02-01,Monday,Expenses,Food,Snack,5000,VND,,2021-02-01
126.0,2021-02-01,Monday,Expenses,Personal,Stuffs,10000,VND, nước muối sinh lí,2021-02-01
124.0,2021-02-01,Monday,Expenses,Transportation,Parking Fees,10000,VND,,2021-02-01
131.0,2021-02-01,Monday,Assets,eWallet,MOCA,-22000,VND,,2021-02-01
127.0,2021-02-01,Monday,Assets,Wallet,Cash,-25000,VND,,2021-02-01
137.0,2021-02-02,Tuesday,Expenses,Food,Breakfast,27000,VND,,2021-02-02
136.0,2021-02-02,Tuesday,Expenses,Personal,Misc,50000,VND,,2021-02-02
138.0,2021-02-02,Tuesday,Assets,Card,ACB,-27000,VND,,2021-02-02
135.0,2021-02-02,Tuesday,Assets,eWallet,MOCA,-124000,VND,,2021-02-02
133.0,2021-02-02,Tuesday,Assets,Wallet,Cash,-202000,VND,,2021-02-02
134.0,2021-02-02,Tuesday,Expenses,Transportation,Grab,124000,VND,,2021-02-02
132.0,2021-02-02,Tuesday,Expenses,Transportation,Grab,152000,VND, san bay ve nha,2021-02-02
139.0,2021-02-03,Wednesday,Income,Fulbright,Allowance,-700000,VND,,2021-02-03
140.0,2021-02-03,Wednesday,Assets,Card,ACB,700000,VND,,2021-02-03
141.0,2021-02-05,Friday,Expenses,Utility,Phone,30000,VND,,2021-02-05
142.0,2021-02-05,Friday,Assets,Card,ACB,-30000,VND,,2021-02-05
143.0,2021-02-08,Monday,Income,Part-time Jobs,Lasluz,-390000,VND,,2021-02-08
144.0,2021-02-08,Monday,Assets,Card,ACB,390000,VND,,2021-02-08
148.0,2021-02-14,Sunday,Assets,Wallet,Cash,400000,VND,,2021-02-14
147.0,2021-02-14,Sunday,Income,Home,Parents,900000,VND,,2021-02-14
146.0,2021-02-14,Sunday,Assets,Wallet,Home,1900000,VND,,2021-02-14
145.0,2021-02-14,Sunday,Income,Home,Tet,-3200000,VND,,2021-02-14
149.0,2021-02-15,Monday,Expenses,Entertainment,Old Friends,25000,VND,,2021-02-15
150.0,2021-02-15,Monday,Assets,Wallet,Cash,-25000,VND,,2021-02-15
151.0,2021-02-16,Tuesday,Expenses,Entertainment,Old Friends,190000,VND,,2021-02-16
152.0,2021-02-16,Tuesday,Assets,Wallet,Cash,-190000,VND,,2021-02-16
153.0,2021-02-17,Wednesday,Saving,Fintech,Finhay,500000,VND,,2021-02-17
